geo,renewable,year,installed_capacity
philippines,wind,2006,33
philippines,wind,2007,33
philippines,wind,2008,33
philippines,wind,2009,33
philippines,wind,2010,33
philippines,wind,2011,33
philippines,wind,2012,33
philippines,wind,2013,33
philippines,wind,2014,336.9
philippines,wind,2015,426.9
philippines,wind,2016,426.9
philippines,wind,2017,426.9
philippines,wind,2018,426.9
philippines,wind,2019,426.9
poland,wind,1997,2
poland,wind,1998,2
poland,wind,1999,2
poland,wind,2000,4
poland,wind,2001,19
poland,wind,2002,32
poland,wind,2003,35
poland,wind,2004,40
poland,wind,2005,121
poland,wind,2006,172
poland,wind,2007,306
poland,wind,2008,526
poland,wind,2009,709
poland,wind,2010,1108
poland,wind,2011,1800
poland,wind,2012,2564
poland,wind,2013,3429
poland,wind,2014,3836
poland,wind,2015,4886
poland,wind,2016,5747
poland,wind,2017,5759.357
poland,wind,2018,5766.078
poland,wind,2019,5917
portugal,wind,1997,39
portugal,wind,1998,51
portugal,wind,1999,61
portugal,wind,2000,83
portugal,wind,2001,125
portugal,wind,2002,190
portugal,wind,2003,268
portugal,wind,2004,553
portugal,wind,2005,1064
portugal,wind,2006,1681
portugal,wind,2007,2201
portugal,wind,2008,2857
portugal,wind,2009,3326
portugal,wind,2010,3796
portugal,wind,2011,4256.215
portugal,wind,2012,4411.552
portugal,wind,2013,4609.949
portugal,wind,2014,4856.556
portugal,wind,2015,4936.838
portugal,wind,2016,5124.103
portugal,wind,2017,5124.105
portugal,wind,2018,5172.359
portugal,wind,2019,5233.359
romania,wind,1997,0
romania,wind,1998,0
romania,wind,1999,0
romania,wind,2000,0
romania,wind,2001,0
romania,wind,2002,0
romania,wind,2003,0
romania,wind,2004,0
romania,wind,2005,1
romania,wind,2006,1
romania,wind,2007,3
romania,wind,2008,5
romania,wind,2009,15
romania,wind,2010,389
romania,wind,2011,988
romania,wind,2012,1822
romania,wind,2013,2773
romania,wind,2014,3244
romania,wind,2015,3130
romania,wind,2016,3025
romania,wind,2017,3029.798
romania,wind,2018,3032.258
romania,wind,2019,3039.883
russian_federation,wind,2000,3
russian_federation,wind,2001,3
russian_federation,wind,2002,7
russian_federation,wind,2003,9
russian_federation,wind,2004,9
russian_federation,wind,2005,10
russian_federation,wind,2006,10
russian_federation,wind,2007,10
russian_federation,wind,2008,10
russian_federation,wind,2009,10
russian_federation,wind,2010,10
russian_federation,wind,2011,10
russian_federation,wind,2012,10
russian_federation,wind,2013,10
russian_federation,wind,2014,10
russian_federation,wind,2015,10.9
russian_federation,wind,2016,10.9
russian_federation,wind,2017,10.9
russian_federation,wind,2018,51.9
russian_federation,wind,2019,101.9
south_africa,wind,1997,0
south_africa,wind,1998,0
south_africa,wind,1999,0
south_africa,wind,2000,0
south_africa,wind,2001,0
south_africa,wind,2002,3.2
south_africa,wind,2003,3.2
south_africa,wind,2004,3.2
south_africa,wind,2005,3.2
south_africa,wind,2006,3.2
south_africa,wind,2007,3.2
south_africa,wind,2008,8.4
south_africa,wind,2009,8.4
south_africa,wind,2010,10.16
south_africa,wind,2011,10.16
south_africa,wind,2012,10.16
south_africa,wind,2013,257
south_africa,wind,2014,569
south_africa,wind,2015,1079
south_africa,wind,2016,1473
south_africa,wind,2017,2094
south_africa,wind,2018,2094
south_africa,wind,2019,2094
south_korea,wind,1997,1
south_korea,wind,1998,1
south_korea,wind,1999,5
south_korea,wind,2000,7
south_korea,wind,2001,11
south_korea,wind,2002,13
south_korea,wind,2003,19
south_korea,wind,2004,29
south_korea,wind,2005,99
south_korea,wind,2006,178
south_korea,wind,2007,196
south_korea,wind,2008,304
south_korea,wind,2009,351
south_korea,wind,2010,382
south_korea,wind,2011,425
south_korea,wind,2012,464
south_korea,wind,2013,576
south_korea,wind,2014,612
south_korea,wind,2015,847
south_korea,wind,2016,1067
south_korea,wind,2017,1215
south_korea,wind,2018,1420.33
south_korea,wind,2019,1512.221
spain,wind,1997,512
spain,wind,1998,723
spain,wind,1999,1408
spain,wind,2000,2206
spain,wind,2001,3397
spain,wind,2002,4891
spain,wind,2003,5945
spain,wind,2004,8317
spain,wind,2005,9918
spain,wind,2006,11722
spain,wind,2007,14820
spain,wind,2008,16555
spain,wind,2009,19176
spain,wind,2010,20693
spain,wind,2011,21529
spain,wind,2012,22789
spain,wind,2013,22958
spain,wind,2014,22925
spain,wind,2015,22943
spain,wind,2016,22990
spain,wind,2017,23124.479
spain,wind,2018,23405.055
spain,wind,2019,25553.055
sweden,wind,1997,122
sweden,wind,1998,176
sweden,wind,1999,220
sweden,wind,2000,209
sweden,wind,2001,295
sweden,wind,2002,357
sweden,wind,2003,417
sweden,wind,2004,475
sweden,wind,2005,522
sweden,wind,2006,585
sweden,wind,2007,823
sweden,wind,2008,1089
sweden,wind,2009,1475
sweden,wind,2010,2017
sweden,wind,2011,2764
sweden,wind,2012,3606
sweden,wind,2013,4194
sweden,wind,2014,5088
sweden,wind,2015,5819
sweden,wind,2016,6435
sweden,wind,2017,6611
sweden,wind,2018,7300
sweden,wind,2019,8888
taiwan,wind,1997,1
taiwan,wind,1998,1
taiwan,wind,1999,1
taiwan,wind,2000,2.6
taiwan,wind,2001,5
taiwan,wind,2002,8.5
taiwan,wind,2003,8.5
taiwan,wind,2004,8.5
taiwan,wind,2005,23.9
taiwan,wind,2006,102
taiwan,wind,2007,186
taiwan,wind,2008,250.4
taiwan,wind,2009,374.3
taiwan,wind,2010,475.9
taiwan,wind,2011,522.7
taiwan,wind,2012,571
taiwan,wind,2013,614.2
taiwan,wind,2014,637.2
taiwan,wind,2015,646.7
taiwan,wind,2016,682
taiwan,wind,2017,692
taiwan,wind,2018,713.191
taiwan,wind,2019,845.2
thailand,wind,1997,0
thailand,wind,1998,0
thailand,wind,1999,0
thailand,wind,2000,0
thailand,wind,2001,0
thailand,wind,2002,0
thailand,wind,2003,0
thailand,wind,2004,0
thailand,wind,2005,0
thailand,wind,2006,0.3
thailand,wind,2007,0.9
thailand,wind,2008,1.1
thailand,wind,2009,5.1
thailand,wind,2010,5.6
thailand,wind,2011,7.3
thailand,wind,2012,111.7
thailand,wind,2013,222.7
thailand,wind,2014,224.5
thailand,wind,2015,233.9
thailand,wind,2016,507.04
thailand,wind,2017,627.82
thailand,wind,2018,1102.82
thailand,wind,2019,1506.82
total_africa,wind,1997,6
total_africa,wind,1998,10
total_africa,wind,1999,64
total_africa,wind,2000,133.4
total_africa,wind,2001,133.4
total_africa,wind,2002,139.66
total_africa,wind,2003,150.24
total_africa,wind,2004,226.16
total_africa,wind,2005,226.38
total_africa,wind,2006,311.08
total_africa,wind,2007,451.92
total_africa,wind,2008,537.12
total_africa,wind,2009,724.05
total_africa,wind,2010,846.477
total_africa,wind,2011,976.682
total_africa,wind,2012,1109.974
total_africa,wind,2013,1724.204
total_africa,wind,2014,2382.768
total_africa,wind,2015,3303.649
total_africa,wind,2016,3813.125
total_africa,wind,2017,4559.974
total_africa,wind,2018,5448.264
total_africa,wind,2019,5748.264
total_asia_pacific,wind,1997,1117.075
total_asia_pacific,wind,1998,1242.075
total_asia_pacific,wind,1999,1422.755
total_asia_pacific,wind,2000,1777.6
total_asia_pacific,wind,2001,2149.6
total_asia_pacific,wind,2002,2619.3
total_asia_pacific,wind,2003,3483.9
total_asia_pacific,wind,2004,5140.3
total_asia_pacific,wind,2005,7810.6
total_asia_pacific,wind,2006,11523.5
total_asia_pacific,wind,2007,15603.7
total_asia_pacific,wind,2008,22797.854
total_asia_pacific,wind,2009,33557.454
total_asia_pacific,wind,2010,48519.154
total_asia_pacific,wind,2011,68725.641
total_asia_pacific,wind,2012,86039.702
total_asia_pacific,wind,2013,103430.299
total_asia_pacific,wind,2014,128811.589
total_asia_pacific,wind,2015,166703.591
total_asia_pacific,wind,2016,189152.216
total_asia_pacific,wind,2017,210455.531
total_asia_pacific,wind,2018,235632.718
total_asia_pacific,wind,2019,266053.396
total_cis,wind,2000,3
total_cis,wind,2001,3
total_cis,wind,2002,7
total_cis,wind,2003,9
total_cis,wind,2004,9
total_cis,wind,2005,12.6
total_cis,wind,2006,12.6
total_cis,wind,2007,12.6
total_cis,wind,2008,12.6
total_cis,wind,2009,14.6
total_cis,wind,2010,14.64
total_cis,wind,2011,12.64
total_cis,wind,2012,14.14
total_cis,wind,2013,19.34
total_cis,wind,2014,68.15
total_cis,wind,2015,93.255
total_cis,wind,2016,148.385
total_cis,wind,2017,163.375
total_cis,wind,2018,263.725
total_cis,wind,2019,476.075
total_europe,wind,1997,4810
total_europe,wind,1998,6383.1
total_europe,wind,1999,9279.8
total_europe,wind,2000,12749.885
total_europe,wind,2001,17411.903
total_europe,wind,2002,23307.081
total_europe,wind,2003,28169.936
total_europe,wind,2004,34337.372
total_europe,wind,2005,40701.315
total_europe,wind,2006,47973.925
total_europe,wind,2007,56482.856
total_europe,wind,2008,64415.552
total_europe,wind,2009,76595.795
total_europe,wind,2010,86236.389
total_europe,wind,2011,96439.363
total_europe,wind,2012,109443.61
total_europe,wind,2013,121014.386
total_europe,wind,2014,133814.392
total_europe,wind,2015,147516.307
total_europe,wind,2016,161487.023
total_europe,wind,2017,177129.181
total_europe,wind,2018,188874.513
total_europe,wind,2019,203482.723
total_middle_east,wind,1997,9
total_middle_east,wind,1998,9
total_middle_east,wind,1999,9
total_middle_east,wind,2000,12.4
total_middle_east,wind,2001,12.4
total_middle_east,wind,2002,19.4
total_middle_east,wind,2003,23.4
total_middle_east,wind,2004,32.9
total_middle_east,wind,2005,45
total_middle_east,wind,2006,55
total_middle_east,wind,2007,71
total_middle_east,wind,2008,71.7
total_middle_east,wind,2009,100.7
total_middle_east,wind,2010,103.7
total_middle_east,wind,2011,106.9
total_middle_east,wind,2012,115.3
total_middle_east,wind,2013,119.2
total_middle_east,wind,2014,162.2
total_middle_east,wind,2015,286.22
total_middle_east,wind,2016,410.12
total_middle_east,wind,2017,504.93
total_middle_east,wind,2018,614.03
total_middle_east,wind,2019,723.23
total_north_america,wind,1997,1639
total_north_america,wind,1998,2226
total_north_america,wind,1999,2573
total_north_america,wind,2000,2533
total_north_america,wind,2001,4095
total_north_america,wind,2002,4705
total_north_america,wind,2003,6364
total_north_america,wind,2004,6918
total_north_america,wind,2005,9401
total_north_america,wind,2006,12853
total_north_america,wind,2007,18456
total_north_america,wind,2008,27088
total_north_america,wind,2009,38003
total_north_america,wind,2010,43621
total_north_america,wind,2011,51542
total_north_america,wind,2012,67091
total_north_america,wind,2013,69896
total_north_america,wind,2014,76495
total_north_america,wind,2015,87058.02
total_north_america,wind,2016,97310
total_north_america,wind,2017,104198.98
total_north_america,wind,2018,112108.775
total_north_america,wind,2019,123588.075
total_s_cent_america,wind,1997,42
total_s_cent_america,wind,1998,66
total_s_cent_america,wind,1999,78
total_s_cent_america,wind,2000,90.4
total_s_cent_america,wind,2001,133.9
total_s_cent_america,wind,2002,136.2
total_s_cent_america,wind,2003,152.5
total_s_cent_america,wind,2004,196.4
total_s_cent_america,wind,2005,193.1
total_s_cent_america,wind,2006,411
total_s_cent_america,wind,2007,445.2
total_s_cent_america,wind,2008,613.2
total_s_cent_america,wind,2009,1106.9
total_s_cent_america,wind,2010,1488.9
total_s_cent_america,wind,2011,2197.2
total_s_cent_america,wind,2012,3071.3
total_s_cent_america,wind,2013,3619.1
total_s_cent_america,wind,2014,7481.4
total_s_cent_america,wind,2015,11314.92
total_s_cent_america,wind,2016,14505.762
total_s_cent_america,wind,2017,17389.688
total_s_cent_america,wind,2018,20877.955
total_s_cent_america,wind,2019,22632.541
total_world,wind,1995,4778
total_world,wind,1996,6070
total_world,wind,1997,7623.075
total_world,wind,1998,9936.175
total_world,wind,1999,13426.555
total_world,wind,2000,17303.7
total_world,wind,2001,23976.4
total_world,wind,2002,30979.46
total_world,wind,2003,38391.74
total_world,wind,2004,46910.76
total_world,wind,2005,58441.38
total_world,wind,2006,73151.98
total_world,wind,2007,91496.22
total_world,wind,2008,115347.574
total_world,wind,2009,150165.004
total_world,wind,2010,180923.871
total_world,wind,2011,220120.263
total_world,wind,2012,267096.716
total_world,wind,2013,300286.743
total_world,wind,2014,349671.007
total_world,wind,2015,416275.962
total_world,wind,2016,466826.631
total_world,wind,2017,514401.659
total_world,wind,2018,563819.98
total_world,wind,2019,622704.304
tunisia,wind,1997,0
tunisia,wind,1998,2
tunisia,wind,1999,8
tunisia,wind,2000,10
tunisia,wind,2001,10
tunisia,wind,2002,10
tunisia,wind,2003,19
tunisia,wind,2004,19
tunisia,wind,2005,19
tunisia,wind,2006,19
tunisia,wind,2007,19
tunisia,wind,2008,19
tunisia,wind,2009,53
tunisia,wind,2010,53
tunisia,wind,2011,53
tunisia,wind,2012,173
tunisia,wind,2013,200
tunisia,wind,2014,233
tunisia,wind,2015,240
tunisia,wind,2016,245
tunisia,wind,2017,245
tunisia,wind,2018,245
tunisia,wind,2019,245
turkey,wind,1997,9
turkey,wind,1998,9
turkey,wind,1999,9
turkey,wind,2000,19
turkey,wind,2001,19
turkey,wind,2002,19
turkey,wind,2003,19
turkey,wind,2004,19
turkey,wind,2005,21
turkey,wind,2006,59
turkey,wind,2007,146
turkey,wind,2008,364
turkey,wind,2009,792
turkey,wind,2010,1320
turkey,wind,2011,1729
turkey,wind,2012,2261
turkey,wind,2013,2760
turkey,wind,2014,3630
turkey,wind,2015,4503
turkey,wind,2016,5751
turkey,wind,2017,6516.15
turkey,wind,2018,7005.35
turkey,wind,2019,7591.15
ukraine,wind,2000,5
ukraine,wind,2001,36.2
ukraine,wind,2002,46.2
ukraine,wind,2003,54.4
ukraine,wind,2004,71.4
ukraine,wind,2005,76.6
ukraine,wind,2006,76.6
ukraine,wind,2007,82
ukraine,wind,2008,83
ukraine,wind,2009,86
ukraine,wind,2010,88
ukraine,wind,2011,146
ukraine,wind,2012,248
ukraine,wind,2013,362
ukraine,wind,2014,513.9
ukraine,wind,2015,513.9
ukraine,wind,2016,526
ukraine,wind,2017,553
ukraine,wind,2018,620.77
ukraine,wind,2019,1257.77
united_kingdom,wind,1997,328
united_kingdom,wind,1998,338
united_kingdom,wind,1999,362
united_kingdom,wind,2000,412
united_kingdom,wind,2001,493
united_kingdom,wind,2002,534
united_kingdom,wind,2003,742
united_kingdom,wind,2004,933
united_kingdom,wind,2005,1565
united_kingdom,wind,2006,1955
united_kingdom,wind,2007,2477
united_kingdom,wind,2008,3446
united_kingdom,wind,2009,4422
united_kingdom,wind,2010,5421.2
united_kingdom,wind,2011,6596.3
united_kingdom,wind,2012,9030.4
united_kingdom,wind,2013,11282.3
united_kingdom,wind,2014,13074
united_kingdom,wind,2015,14305.634
united_kingdom,wind,2016,16125.696
united_kingdom,wind,2017,19584.758
united_kingdom,wind,2018,21770.378
united_kingdom,wind,2019,24127.878
uruguay,wind,1997,0
uruguay,wind,1998,0
uruguay,wind,1999,0
uruguay,wind,2000,0
uruguay,wind,2001,0
uruguay,wind,2002,0
uruguay,wind,2003,0
uruguay,wind,2004,0
uruguay,wind,2005,0
uruguay,wind,2006,0
uruguay,wind,2007,0
uruguay,wind,2008,14.6
uruguay,wind,2009,30.6
uruguay,wind,2010,40.6
uruguay,wind,2011,43.6
uruguay,wind,2012,52.6
uruguay,wind,2013,59.4
uruguay,wind,2014,481.3
uruguay,wind,2015,856.766
uruguay,wind,2016,1211.5
uruguay,wind,2017,1515.656
uruguay,wind,2018,1515.656
uruguay,wind,2019,1560.656
us,wind,1997,1611
us,wind,1998,2141
us,wind,1999,2445
us,wind,2000,2377
us,wind,2001,3864
us,wind,2002,4417
us,wind,2003,5995
us,wind,2004,6456
us,wind,2005,8706
us,wind,2006,11329
us,wind,2007,16515
us,wind,2008,24651
us,wind,2009,34296
us,wind,2010,39135
us,wind,2011,45676
us,wind,2012,59075
us,wind,2013,59973
us,wind,2014,64232
us,wind,2015,72573.02
us,wind,2016,81286
us,wind,2017,87597
us,wind,2018,94417.4
us,wind,2019,103584.2
